


                            KET QUA TINH TOAN BINH SAI
                          xa A Doi
                            ==========================


                                                                      Bang 1


                 BANG TRI DO GIA SO TOA DO VA CAC CHI TIEU SAI SO

         HE TOA DO VUONG GOC KHONG GIAN        ELLIPSOID QUI CHIEU:WGS-84
=================================================================================
|Lan do| D. dau  D. cuoi |    DX    |    DY    |    DZ    |  RMS | RDOP | RATIO |
     |  210 |      KV24      KV14 |    -30.078 |  0.001 | -0.001 |    -30.078 |
     |  211 |      KV14      KV22 |     39.711 |  0.001 | -0.000 |     39.711 |
     |  212 |      KV23      KV32 |    -28.617 |  0.116 | -0.231 |    -28.848 |
     |  213 |      KV24      KV32 |    -26.425 |  0.113 | -0.231 |    -26.656 |
     |  214 |      KV24      KV31 |    -21.931 |  0.009 |  0.007 |    -21.923 |
     |  215 |      D184      KV32 |    -22.678 |  0.006 | -0.001 |    -22.679 |
     |  216 |      D184      KV43 |     -7.783 |  0.015 | -0.006 |     -7.789 |
     |  217 |      D184      KV33 |    -43.326 |  0.017 | -0.016 |    -43.343 |
     |  218 |      KV32      KV33 |    -20.651 |  0.015 | -0.013 |    -20.664 |
     |  219 |      KV33      KV43 |     35.547 |  0.009 |  0.006 |     35.553 |
     |  220 |      KV33      KV39 |    -16.026 |  0.002 |  0.000 |    -16.026 |
     |  221 |      KV33      KV37 |    -21.090 |  0.122 | -0.208 |    -21.299 |
     |  222 |      KV39      KV43 |     51.574 |  0.008 |  0.005 |     51.580 |
     |  223 |      KV39      KV37 |     -5.062 |  0.125 | -0.210 |     -5.272 |
     |  224 |      KV39      KV40 |     11.032 |  0.036 |  0.002 |     11.034 |
     |  225 |      KV40      KV43 |     40.543 |  0.041 |  0.003 |     40.545 |
     |  226 |      KV21      KV28 |      7.306 |  0.026 | -0.013 |      7.294 |
     |  227 |      KV21      KV29 |      0.895 |  0.001 |  0.000 |      0.895 |
     |  228 |      KV22      KV09 |    104.636 |  0.027 |  0.013 |    104.649 |
     |  229 |      KV09      KV14 |   -144.358 |  0.003 | -0.002 |   -144.360 |
     |  230 |      D188      V121 |     -2.331 |  0.001 |  0.000 |     -2.331 |
     |  231 |      KV79      KV83 |     22.268 |  0.053 | -0.002 |     22.267 |
     |  232 |      KV83      KV90 |    -14.842 |  0.035 | -0.014 |    -14.857 |
     |  233 |      KV90      KV92 |      1.544 |  0.020 | -0.030 |      1.514 |
     |  234 |      KV92      KV99 |     20.724 |  0.008 |  0.008 |     20.733 |
     |  235 |      KV79      KV99 |     29.698 |  0.024 | -0.042 |     29.657 |
     |  236 |      KV92      KV79 |     -8.972 |  0.025 |  0.048 |     -8.924 |
     |  237 |      KV25      KV52 |      7.271 |  0.026 | -0.037 |      7.234 |
     |  238 |      KV46      KV66 |     -4.660 |  0.035 | -0.041 |     -4.700 |
     |  239 |      KV52      KV46 |    -80.472 |  0.015 |  0.028 |    -80.444 |
     |  240 |      KV57      KV58 |     -7.327 |  0.029 | -0.012 |     -7.339 |
     |  241 |      KV53      KV85 |    -21.729 |  0.304 | -0.058 |    -21.787 |
     |  242 |      KV52      KV66 |    -85.141 |  0.024 | -0.004 |    -85.144 |
     |  243 |      KV83      KV92 |    -13.304 |  0.052 | -0.038 |    -13.343 |
     |  244 |      KV81      KV82 |     13.747 |  0.001 | -0.001 |     13.747 |
     ==========================================================================
     - Sai so do chenh cao lon nhat:    (   KV53 -    KV85) mdh(max)= 0.304m
     - Sai so do chenh cao nho nhat:    (   D184 -    KV22) mdh(min)= 0.001m
     - So hieu chinh chenh cao lon nhat:(   KV23 -    KV32) ddh(max)= 0.231m
     - So hieu chinh chenh cao nho nhat:(   D188 -    V121) ddh(min)= 0.000m





                                                                      Bang 4


                    BANG TOA DO VUONG GOC KHONG GIAN SAU BINH SAI
 
       HE TOA DO VUONG GOC KHONG GIAN           ELLIPSOID QUI CHIEU:WGS-84
       =====================================================================
       | STT | So hieu diem|      X(m)     |      Y(m)     |      Z(m)     |
       |===================================================================|
       |   1 |       D184  | -1762171.6091 |  5858569.5414 |  1798807.4777 |
       |   2 |       D187  | -1763849.9211 |  5858249.0193 |  1798101.5711 |
       |   3 |       D188  | -1763595.0288 |  5858825.6753 |  1796488.7685 |
       |   4 |       KV01  | -1760295.9063 |  5858416.5627 |  1801525.6938 |
       |   5 |       KV02  | -1760159.1507 |  5858472.7268 |  1801459.2507 |
       |   6 |       KV03  | -1760164.8445 |  5858600.8583 |  1800891.1555 |
       |   7 |       KV04  | -1760142.4315 |  5858691.2072 |  1800612.6572 |
       |   8 |       KV05  | -1760117.7423 |  5858771.6340 |  1800288.8591 |
       |   9 |       KV06  | -1760401.7353 |  5858730.7999 |  1800175.0064 |
       |  10 |       KV07  | -1760522.3075 |  5858793.4650 |  1799742.5538 |
       |  11 |       KV08  | -1760458.1623 |  5858753.5229 |  1800001.4216 |
       |  12 |       KV09  | -1760573.1326 |  5858170.7350 |  1802066.5352 |
       |  13 |       KV13  | -1760743.0290 |  5858719.5754 |  1799596.1879 |
       |  14 |       KV14  | -1761155.4142 |  5858607.0254 |  1799582.7539 |
       |  15 |       KV17  | -1761287.0901 |  5858650.9055 |  1799318.5890 |
       |  16 |       KV18  | -1761387.3047 |  5858656.8709 |  1799249.1822 |
       |  17 |       KV21  | -1762849.6224 |  5858180.5962 |  1799462.0806 |
       |  18 |       KV22  | -1762763.7641 |  5858161.4319 |  1799599.2977 |
       |  19 |       KV23  | -1762283.6779 |  5858402.3203 |  1799261.1384 |
       |  20 |       KV24  | -1762111.3700 |  5858466.2399 |  1799214.3111 |
       |  21 |       KV25  | -1764155.7820 |  5857851.6225 |  1799357.0985 |
       |  22 |       KV26  | -1764042.4884 |  5857959.4080 |  1799127.5868 |
       |  23 |       KV27  | -1763415.8892 |  5858016.9417 |  1799519.9494 |
       |  24 |       KV28  | -1763057.6136 |  5858163.2138 |  1799341.5484 |
       |  25 |       KV29  | -1762609.2256 |  5858383.0718 |  1799044.2724 |
       |  26 |       KV30  | -1762384.5648 |  5858476.1981 |  1798940.2138 |
       |  27 |       KV31  | -1761621.7961 |  5858658.2735 |  1798992.1355 |
       |  28 |       KV32  | -1761778.1363 |  5858645.2101 |  1798865.6225 |
       |  29 |       KV33  | -1761396.2243 |  5858870.7253 |  1798434.6344 |
       |  30 |       KV34  | -1761312.8906 |  5858909.1745 |  1798358.4932 |
       |  31 |       KV37  | -1761516.0449 |  5858903.0455 |  1798138.3544 |
       |  32 |       KV38  | -1761644.8073 |  5858890.2443 |  1798039.8922 |
       |  33 |       KV39  | -1761478.3428 |  5858866.4310 |  1798312.1427 |
       |  34 |       KV40  | -1761548.9177 |  5858870.2377 |  1798270.0349 |
       |  35 |       KV41  | -1761970.6592 |  5858685.1441 |  1798511.0786 |
       |  36 |       KV42  | -1762029.5028 |  5858711.4235 |  1798384.6847 |
       |  37 |       KV43  | -1762137.8270 |  5858599.8796 |  1798714.7438 |
       |  38 |       KV44  | -1762306.9925 |  5858627.7138 |  1798435.3114 |
       |  39 |       KV45  | -1763244.7122 |  5858294.9274 |  1798531.7217 |
       |  40 |       KV46  | -1763343.1234 |  5858274.9634 |  1798521.1521 |
       |  41 |       KV49  | -1763762.0729 |  5858212.3342 |  1798358.3151 |
       |  42 |       KV51  | -1764099.6539 |  5858050.3398 |  1798712.7993 |
       |  43 |       KV52  | -1764196.9815 |  5858000.3238 |  1798861.4436 |
       |  44 |       KV53  | -1764156.0936 |  5858135.9946 |  1798225.7089 |
       |  45 |       KV54  | -1764286.4965 |  5858099.0027 |  1798262.7565 |
       |  46 |       KV55  | -1764830.2614 |  5857937.7878 |  1798044.1757 |
       |  47 |       KV56  | -1764683.4251 |  5857976.3084 |  1798104.6338 |
       |  48 |       KV57  | -1764867.5579 |  5857957.3421 |  1797943.6980 |
       |  49 |       KV58  | -1764877.3120 |  5858008.7925 |  1797741.7660 |
       |  50 |       KV61  | -1763859.1992 |  5858264.6579 |  1798019.5657 |
       |  51 |       KV62  | -1763695.1432 |  5858289.5095 |  1798114.7094 |
       |  52 |       KV64  | -1763546.9894 |  5858383.6564 |  1797917.0210 |
       |  53 |       KV65  | -1763427.6901 |  5858387.2307 |  1798073.9774 |
       |  54 |       KV66  | -1763295.0054 |  5858410.5547 |  1798112.6360 |
       |  55 |       KV67  | -1762818.4138 |  5858540.7374 |  1798143.4812 |
       |  56 |       KV68  | -1762641.0605 |  5858591.6191 |  1798140.8456 |
       |  57 |       KV69  | -1762373.9187 |  5858707.3094 |  1798052.6443 |
       |  58 |       KV70  | -1762239.8104 |  5858747.1892 |  1798023.9156 |
       |  59 |       KV72  | -1761814.2887 |  5858887.5469 |  1797888.2069 |
       |  60 |       KV73  | -1761700.0208 |  5858930.9560 |  1797812.8796 |
       |  61 |       KV75  | -1761451.0331 |  5859027.5191 |  1797598.9051 |
       |  62 |       KV76  | -1762427.1059 |  5858735.5601 |  1797874.4417 |
       |  63 |       KV77  | -1762531.7059 |  5858755.4457 |  1797717.6329 |
       |  64 |       KV78  | -1762096.3573 |  5859049.3091 |  1797028.5600 |
       |  65 |       KV79  | -1762279.6036 |  5858970.4005 |  1797162.1943 |
       |  66 |       KV81  | -1762891.6963 |  5858726.5192 |  1797399.4062 |
       |  67 |       KV82  | -1762531.0149 |  5858812.9072 |  1797519.5380 |
       |  68 |       KV83  | -1762465.5843 |  5858854.6493 |  1797434.4081 |
       |  69 |       KV84  | -1764187.1572 |  5858264.0192 |  1797691.3698 |
       |  70 |       KV85  | -1764257.3543 |  5858223.7102 |  1797766.2749 |
       |  71 |       KV86  | -1764331.5375 |  5858341.3397 |  1797194.1627 |
       |  72 |       KV87  | -1764303.9189 |  5858318.0088 |  1797329.4557 |
       |  73 |       KV88  | -1763831.0018 |  5858420.6258 |  1797480.9283 |
       |  74 |       KV89  | -1763975.4763 |  5858383.0485 |  1797462.2540 |
       |  75 |       KV90  | -1763066.4237 |  5858701.3392 |  1797293.0653 |
       |  76 |       KV91  | -1763181.2048 |  5858698.8429 |  1797195.7060 |
       |  77 |       KV92  | -1762998.7354 |  5858753.9932 |  1797193.8503 |
       |  78 |       KV93  | -1763076.9520 |  5858793.5842 |  1797012.7693 |
       |  79 |       KV96  | -1763181.4803 |  5858840.0309 |  1796787.4598 |
       |  80 |       KV97  | -1763250.4019 |  5858869.6675 |  1796639.1345 |
       |  81 |       KV98  | -1763551.5851 |  5858881.4347 |  1796356.7195 |
       |  82 |       KV99  | -1763095.1031 |  5858934.6935 |  1796587.7239 |
       |  83 |       V100  | -1763896.1200 |  5858911.0771 |  1795914.5739 |
       |  84 |       V101  | -1763748.5680 |  5858895.5618 |  1796113.1935 |
       |  85 |       V102  | -1764472.3918 |  5859053.9981 |  1794764.0325 |
       |  86 |       V103  | -1764109.3990 |  5859120.9071 |  1794928.2864 |
       |  87 |       V104  | -1764744.2386 |  5859038.2632 |  1794516.1664 |
       |  88 |       V105  | -1764899.1705 |  5859063.3879 |  1794228.0660 |
       |  89 |       V106  | -1764206.1320 |  5859068.3432 |  1794980.8339 |
       |  90 |       V107  | -1764353.3637 |  5858933.9994 |  1795317.7929 |
       |  91 |       V108  | -1763025.9670 |  5859017.4461 |  1796364.2611 |
       |  92 |       V109  | -1762877.6772 |  5859054.8288 |  1796383.2387 |
       |  93 |       V121  | -1763545.0648 |  5858839.3142 |  1796485.0814 |
       |  94 |       V122  | -1763820.6736 |  5858667.7671 |  1796729.5644 |
       |  95 |       V123  | -1763742.9280 |  5858645.4810 |  1796848.8826 |
       =====================================================================



                                                                      Bang 5


                         BANG TOA DO TRAC DIA SAU BINH SAI
 
        HE TOA DO TRAC DIA                     ELLIPSOID QUI CHIEU:WGS-84
     ========================================================================
     | STT | So hieu diem|         B         |          L        |   H(m)   |
     |======================================================================|
     |   1 |       D184  |  16ø29'20.947342" | 106ø44'25.852770" |  389.468 |
     |   2 |       D187  |  16ø28'57.297587" | 106ø45'23.150377" |  358.597 |
     |   3 |       D188  |  16ø28'02.572338" | 106ø45'09.317771" |  360.256 |
     |   4 |       KV01  |  16ø30'52.068421" | 106ø43'26.772137" |  503.324 |
     |   5 |       KV02  |  16ø30'49.862805" | 106ø43'21.810967" |  498.279 |
     |   6 |       KV03  |  16ø30'30.995969" | 106ø43'20.751687" |  456.048 |
     |   7 |       KV04  |  16ø30'21.570063" | 106ø43'19.151380" |  453.695 |
     |   8 |       KV05  |  16ø30'10.825166" | 106ø43'17.573868" |  428.748 |
     |   9 |       KV06  |  16ø30'06.880525" | 106ø43'27.140551" |  437.262 |
     |  10 |       KV07  |  16ø29'52.517652" | 106ø43'30.425880" |  405.251 |
     |  11 |       KV08  |  16ø30'01.115500" | 106ø43'28.742155" |  424.393 |
     |  12 |       KV09  |  16ø31'10.374481" | 106ø43'38.110120" |  507.863 |
     |  13 |       KV13  |  16ø29'48.019396" | 106ø43'38.270015" |  356.745 |
     |  14 |       KV14  |  16ø29'47.499532" | 106ø43'52.678125" |  363.400 |
     |  15 |       KV17  |  16ø29'38.521898" | 106ø43'56.503874" |  365.035 |
     |  16 |       KV18  |  16ø29'36.037841" | 106ø43'59.681747" |  378.473 |
     |  17 |       KV21  |  16ø29'43.000429" | 106ø44'51.521245" |  405.466 |
     |  18 |       KV22  |  16ø29'47.678243" | 106ø44'48.935389" |  403.110 |
     |  19 |       KV23  |  16ø29'36.277963" | 106ø44'31.095102" |  395.655 |
     |  20 |       KV24  |  16ø29'34.710478" | 106ø44'24.911037" |  393.462 |
     |  21 |       KV25  |  16ø29'39.157956" | 106ø45'36.887736" |  434.635 |
     |  22 |       KV26  |  16ø29'31.348009" | 106ø45'32.182312" |  437.112 |
     |  23 |       KV27  |  16ø29'44.745418" | 106ø45'11.393757" |  428.120 |
     |  24 |       KV28  |  16ø29'38.841170" | 106ø44'58.405297" |  412.755 |
     |  25 |       KV29  |  16ø29'28.817930" | 106ø44'41.792805" |  406.343 |
     |  26 |       KV30  |  16ø29'25.346448" | 106ø44'33.634853" |  400.254 |
     |  27 |       KV31  |  16ø29'27.384466" | 106ø44'07.239385" |  371.530 |
     |  28 |       KV32  |  16ø29'23.138206" | 106ø44'12.414036" |  366.792 |
     |  29 |       KV33  |  16ø29'08.716452" | 106ø43'57.893836" |  346.110 |
     |  30 |       KV34  |  16ø29'06.223028" | 106ø43'54.830003" |  336.805 |
     |  31 |       KV37  |  16ø28'58.870701" | 106ø44'01.448763" |  324.799 |
     |  32 |       KV38  |  16ø28'55.570373" | 106ø44'05.730336" |  320.659 |
     |  33 |       KV39  |  16ø29'04.715400" | 106ø44'00.586901" |  330.079 |
     |  34 |       KV40  |  16ø29'03.180753" | 106ø44'02.828598" |  341.111 |
     |  35 |       KV41  |  16ø29'11.214517" | 106ø44'18.242248" |  356.000 |
     |  36 |       KV42  |  16ø29'06.883307" | 106ø44'19.886913" |  360.514 |
     |  37 |       KV43  |  16ø29'17.876462" | 106ø44'24.467453" |  381.675 |
     |  38 |       KV44  |  16ø29'08.464627" | 106ø44'29.658819" |  374.655 |
     |  39 |       KV45  |  16ø29'11.919409" | 106ø45'03.165933" |  355.523 |
     |  40 |       KV46  |  16ø29'11.504361" | 106ø45'06.537058" |  361.390 |
     |  41 |       KV49  |  16ø29'05.863974" | 106ø45'20.670952" |  373.477 |
     |  42 |       KV51  |  16ø29'17.454309" | 106ø45'33.143782" |  418.668 |
     |  43 |       KV52  |  16ø29'22.273723" | 106ø45'36.772049" |  441.847 |
     |  44 |       KV53  |  16ø29'01.353821" | 106ø45'34.133094" |  374.692 |
     |  45 |       KV54  |  16ø29'02.489262" | 106ø45'38.702423" |  387.298 |
     |  46 |       KV55  |  16ø28'55.648432" | 106ø45'57.823682" |  327.647 |
     |  47 |       KV56  |  16ø28'57.584780" | 106ø45'52.708999" |  339.553 |
     |  48 |       KV57  |  16ø28'52.242178" | 106ø45'58.837478" |  327.411 |
     |  49 |       KV58  |  16ø28'45.462755" | 106ø45'58.651971" |  320.063 |
     |  50 |       KV61  |  16ø28'54.576750" | 106ø45'23.297893" |  352.254 |
     |  51 |       KV62  |  16ø28'57.761393" | 106ø45'17.760156" |  356.715 |
     |  52 |       KV64  |  16ø28'51.157144" | 106ø45'12.062326" |  346.122 |
     |  53 |       KV65  |  16ø28'56.338783" | 106ø45'08.176225" |  360.959 |
     |  54 |       KV66  |  16ø28'57.691463" | 106ø45'03.666052" |  356.672 |
     |  55 |       KV67  |  16ø28'58.770643" | 106ø44'47.014915" |  353.264 |
     |  56 |       KV68  |  16ø28'58.710356" | 106ø44'40.794864" |  350.238 |
     |  57 |       KV69  |  16ø28'55.646952" | 106ø44'31.046547" |  357.650 |
     |  58 |       KV70  |  16ø28'54.754894" | 106ø44'26.329542" |  349.076 |
     |  59 |       KV72  |  16ø28'50.412336" | 106ø44'11.228441" |  321.947 |
     |  60 |       KV73  |  16ø28'47.982686" | 106ø44'07.117753" |  308.887 |
     |  61 |       KV75  |  16ø28'41.116337" | 106ø43'58.141499" |  268.119 |
     |  62 |       KV76  |  16ø28'49.697282" | 106ø44'32.489327" |  347.727 |
     |  63 |       KV77  |  16ø28'44.352183" | 106ø44'35.673167" |  350.399 |
     |  64 |       KV78  |  16ø28'21.418190" | 106ø44'18.764520" |  304.574 |
     |  65 |       KV79  |  16ø28'25.796987" | 106ø44'25.446698" |  320.617 |
     |  66 |       KV81  |  16ø28'33.724261" | 106ø44'47.576044" |  333.033 |
     |  67 |       KV82  |  16ø28'37.667097" | 106ø44'35.092778" |  346.784 |
     |  68 |       KV83  |  16ø28'34.816715" | 106ø44'32.575008" |  342.895 |
     |  69 |       KV84  |  16ø28'43.472436" | 106ø45'33.891284" |  349.239 |
     |  70 |       KV85  |  16ø28'45.978316" | 106ø45'36.549232" |  352.886 |
     |  71 |       KV86  |  16ø28'26.895624" | 106ø45'37.800377" |  319.140 |
     |  72 |       KV87  |  16ø28'31.395492" | 106ø45'37.135642" |  328.448 |
     |  73 |       KV88  |  16ø28'36.471948" | 106ø45'20.871663" |  334.875 |
     |  74 |       KV89  |  16ø28'35.837111" | 106ø45'25.900811" |  335.017 |
     |  75 |       KV90  |  16ø28'30.165054" | 106ø44'53.461420" |  328.033 |
     |  76 |       KV91  |  16ø28'26.844959" | 106ø44'57.191137" |  329.849 |
     |  77 |       KV92  |  16ø28'26.784960" | 106ø44'50.764721" |  329.543 |
     |  78 |       KV93  |  16ø28'20.578699" | 106ø44'52.905157" |  336.163 |
     |  79 |       KV96  |  16ø28'12.862284" | 106ø44'55.828346" |  343.817 |
     |  80 |       KV97  |  16ø28'07.790446" | 106ø44'57.765339" |  348.028 |
     |  81 |       KV98  |  16ø27'58.076216" | 106ø45'07.373571" |  362.020 |
     |  82 |       KV99  |  16ø28'06.025191" | 106ø44'52.120298" |  350.249 |
     |  83 |       V100  |  16ø27'43.106017" | 106ø45'18.207158" |  359.172 |
     |  84 |       V101  |  16ø27'49.831146" | 106ø45'13.594985" |  360.421 |
     |  85 |       V102  |  16ø27'04.420647" | 106ø45'35.419170" |  323.826 |
     |  86 |       V103  |  16ø27'09.918957" | 106ø45'23.052342" |  331.412 |
     |  87 |       V104  |  16ø26'56.104371" | 106ø45'44.346466" |  314.373 |
     |  88 |       V105  |  16ø26'46.482971" | 106ø45'49.102800" |  298.729 |
     |  89 |       V106  |  16ø27'11.765074" | 106ø45'26.685538" |  324.771 |
     |  90 |       V107  |  16ø27'23.071352" | 106ø45'32.743651" |  337.562 |
     |  91 |       V108  |  16ø27'58.507281" | 106ø44'49.084595" |  343.792 |
     |  92 |       V109  |  16ø27'59.163187" | 106ø44'43.934413" |  342.526 |
     |  93 |       V121  |  16ø28'02.469688" | 106ø45'07.572363" |  357.924 |
     |  94 |       V122  |  16ø28'10.878449" | 106ø45'18.136301" |  345.892 |
     |  95 |       V123  |  16ø28'15.004032" | 106ø45'15.843178" |  337.764 |
     ========================================================================



                                                                      Bang 6

                BANG THANH QUA TOA DO PHANG VA DO CAO BINH SAI

 HE TOA DO PHANG VN2000  **** KINH TUYEN TRUC: 106.15 **** ELLIPPSOID:WGS-84
===============================================================================
| So  |   So     |          Toa do, Do cao          |   Sai so vi tri diem    |
| thu |   hieu   |------------------------------------------------------------|
| tu  |   diem   |     x(m)   |    y(m)   |   h(m)  |mx(m)|my(m)| mh(m)| mp(m)|
===============================================================================
|    1|     D184 | 1823654.644| 552367.604| 391.287 |0.000|0.000| 0.000| 0.000|
|    2|     D187 | 1822931.897| 554068.665| 360.404 |0.000|0.000| 0.000| 0.000|
|    3|     D188 | 1821248.737| 553662.611| 362.045 |0.000|0.000| 0.000| 0.000|
|    4|     KV01 | 1826451.318| 550608.909| 505.180 |0.002|0.003| 0.008| 0.004|
|    5|     KV02 | 1826383.177| 550461.957| 500.134 |0.002|0.003| 0.008| 0.004|
|    6|     KV03 | 1825803.178| 550431.906| 457.896 |0.002|0.003| 0.008| 0.004|
|    7|     KV04 | 1825513.335| 550385.130| 455.540 |0.002|0.002| 0.008| 0.003|
|    8|     KV05 | 1825182.952| 550339.123| 430.590 |0.002|0.002| 0.008| 0.003|
|    9|     KV06 | 1825062.367| 550623.100| 439.102 |0.002|0.002| 0.007| 0.003|
|   10|     KV07 | 1824621.113| 550721.564| 407.085 |0.002|0.002| 0.006| 0.003|
|   11|     KV08 | 1824885.275| 550671.011| 426.230 |0.002|0.002| 0.006| 0.003|
|   12|     KV09 | 1827014.801| 550943.775| 509.726 |0.002|0.003| 0.008| 0.004|
|   13|     KV13 | 1824483.396| 550954.508| 358.578 |0.002|0.002| 0.006| 0.003|
|   14|     KV14 | 1824468.431| 551381.821| 365.231 |0.002|0.001| 0.004| 0.002|
|   15|     KV17 | 1824192.750| 551495.933| 366.863 |0.002|0.002| 0.004| 0.002|
|   16|     KV18 | 1824116.621| 551590.358| 380.300 |0.002|0.001| 0.003| 0.002|
|   17|     KV21 | 1824334.372| 553127.165| 407.293 |0.002|0.002| 0.003| 0.002|
|   18|     KV22 | 1824477.969| 553050.127| 404.939 |0.001|0.001| 0.002| 0.001|
|   19|     KV23 | 1824126.252| 552521.924| 397.480 |0.001|0.001| 0.001| 0.002|
|   20|     KV24 | 1824077.625| 552338.648| 395.287 |0.001|0.001| 0.002| 0.002|
|   21|     KV25 | 1824219.622| 554472.827| 436.456 |0.002|0.001| 0.006| 0.003|
|   22|     KV26 | 1823979.208| 554333.890| 438.931 |0.002|0.001| 0.006| 0.002|
|   23|     KV27 | 1824389.471| 553716.359| 429.945 |0.001|0.001| 0.004| 0.002|
|   24|     KV28 | 1824207.029| 553331.631| 414.579 |0.001|0.001| 0.003| 0.002|
|   25|     KV29 | 1823897.723| 552839.734| 408.165 |0.001|0.001| 0.002| 0.001|
|   26|     KV30 | 1823790.425| 552598.062| 402.075 |0.001|0.001| 0.001| 0.001|
|   27|     KV31 | 1823851.173| 551815.124| 373.353 |0.002|0.001| 0.003| 0.002|
|   28|     KV32 | 1823721.022| 551968.898| 368.613 |0.002|0.003| 0.006| 0.004|
|   29|     KV33 | 1823276.695| 551539.345| 347.927 |0.002|0.001| 0.003| 0.002|
|   30|     KV34 | 1823199.835| 551448.664| 338.622 |0.002|0.002| 0.003| 0.002|
|   31|     KV37 | 1822974.310| 551645.497| 326.612 |0.002|0.002| 0.007| 0.003|
|   32|     KV38 | 1822873.170| 551772.721| 322.471 |0.002|0.002| 0.007| 0.003|
|   33|     KV39 | 1823153.902| 551619.507| 331.894 |0.002|0.002| 0.004| 0.003|
|   34|     KV40 | 1823106.890| 551686.102| 342.926 |0.002|0.002| 0.007| 0.003|
|   35|     KV41 | 1823354.931| 552142.628| 357.817 |0.002|0.002| 0.006| 0.003|
|   36|     KV42 | 1823221.917| 552191.725| 362.329 |0.002|0.002| 0.006| 0.003|
|   37|     KV43 | 1823560.152| 552326.750| 383.493 |0.002|0.002| 0.005| 0.002|
|   38|     KV44 | 1823271.227| 552481.412| 376.470 |0.002|0.002| 0.005| 0.002|
|   39|     KV45 | 1823379.862| 553474.864| 357.337 |0.001|0.001| 0.002| 0.002|
|   40|     KV46 | 1823367.353| 553574.872| 363.204 |0.002|0.002| 0.002| 0.002|
|   41|     KV49 | 1823195.025| 553994.472| 375.287 |0.001|0.001| 0.001| 0.001|
|   42|     KV51 | 1823552.217| 554363.481| 420.482 |0.001|0.001| 0.001| 0.001|
|   43|     KV52 | 1823700.628| 554470.708| 443.663 |0.001|0.001| 0.002| 0.001|
|   44|     KV53 | 1823057.396| 554394.069| 376.500 |0.001|0.001| 0.002| 0.002|
|   45|     KV54 | 1823092.640| 554529.494| 389.106 |0.001|0.001| 0.002| 0.002|
|   46|     KV55 | 1822883.809| 555097.114| 329.451 |0.001|0.001| 0.003| 0.002|
|   47|     KV56 | 1822942.941| 554945.274| 341.358 |0.001|0.001| 0.003| 0.002|
|   48|     KV57 | 1822779.185| 555127.449| 329.213 |0.001|0.001| 0.004| 0.002|
|   49|     KV58 | 1822570.785| 555122.480| 321.863 |0.001|0.001| 0.004| 0.002|
|   50|     KV61 | 1822848.275| 554073.250| 354.061 |0.001|0.001| 0.001| 0.001|
|   51|     KV62 | 1822945.753| 553908.770| 358.522 |0.001|0.001| 0.001| 0.001|
|   52|     KV64 | 1822742.331| 553740.293| 347.928 |0.001|0.001| 0.001| 0.002|
|   53|     KV65 | 1822901.316| 553624.644| 362.767 |0.001|0.001| 0.001| 0.001|
|   54|     KV66 | 1822942.562| 553490.781| 358.481 |0.001|0.001| 0.002| 0.002|
|   55|     KV67 | 1822974.515| 552996.871| 355.074 |0.002|0.001| 0.003| 0.002|
|   56|     KV68 | 1822972.209| 552812.406| 352.049 |0.001|0.001| 0.004| 0.002|
|   57|     KV69 | 1822877.340| 552523.527| 359.460 |0.002|0.002| 0.005| 0.002|
|   58|     KV70 | 1822849.580| 552383.700| 350.887 |0.002|0.002| 0.005| 0.002|
|   59|     KV72 | 1822715.016| 551936.162| 323.756 |0.002|0.002| 0.006| 0.003|
|   60|     KV73 | 1822640.041| 551814.428| 310.696 |0.002|0.002| 0.007| 0.003|
|   61|     KV75 | 1822428.346| 551548.718| 269.927 |0.003|0.002| 0.007| 0.003|
|   62|     KV76 | 1822694.565| 552566.762| 349.535 |0.002|0.001| 0.004| 0.002|
|   63|     KV77 | 1822530.498| 552661.589| 352.205 |0.002|0.001| 0.004| 0.002|
|   64|     KV78 | 1821824.340| 552161.819| 306.373 |0.002|0.002| 0.005| 0.003|
|   65|     KV79 | 1821959.414| 552359.678| 322.418 |0.002|0.002| 0.005| 0.002|
|   66|     KV81 | 1822204.684| 553015.406| 334.834 |0.001|0.001| 0.003| 0.002|
|   67|     KV82 | 1822324.972| 552644.877| 348.588 |0.002|0.001| 0.004| 0.002|
|   68|     KV83 | 1822237.175| 552570.418| 344.698 |0.002|0.001| 0.004| 0.002|
|   69|     KV84 | 1822507.743| 554388.284| 351.040 |0.001|0.001| 0.002| 0.002|
|   70|     KV85 | 1822584.967| 554466.919| 354.688 |0.002|0.002| 0.003| 0.002|
|   71|     KV86 | 1821998.500| 554505.507| 320.935 |0.001|0.001| 0.002| 0.002|
|   72|     KV87 | 1822136.766| 554485.443| 330.245 |0.001|0.001| 0.002| 0.002|
|   73|     KV88 | 1822291.592| 554002.687| 336.675 |0.001|0.001| 0.002| 0.002|
|   74|     KV89 | 1822272.453| 554151.892| 336.816 |0.001|0.001| 0.001| 0.001|
|   75|     KV90 | 1822095.712| 553190.226| 329.833 |0.001|0.001| 0.003| 0.002|
|   76|     KV91 | 1821993.933| 553301.096| 331.648 |0.001|0.001| 0.002| 0.002|
|   77|     KV92 | 1821991.618| 553110.502| 331.342 |0.001|0.001| 0.003| 0.002|
|   78|     KV93 | 1821801.008| 553174.454| 337.960 |0.001|0.001| 0.002| 0.002|
